facility_id,facility_name,facility_type,capacity,region,licence_issue_date,inspection_date,gps_location,remarks,latitude,longitude
HF4905,Mckinney Sullivan and Coleman,missing,0,st. george,2025-05-29,2018-08-07,,followup ,13.0,-59.0
4906,Reynolds-Burns,health center,490,st. james,2017-09-28,2022-09-10,59153781271114,good,12.71114,-59.15378
04907,Bell Fisher and Wright,community health center,300,missing,2023-12-14,2023-10-21,,good,13.0,-59.0
missing,Phillips-Merritt Clinic,missing,342,st. peter,2021-05-13,2018-08-23,,missing,13.0,-59.0
4909,Moran PLC,polyclinic,447,st. john,2024-08-28,2019-11-29,131252591458,needs upgrade,13.1252,-59.1458
4910,Frank Inc Infirmary,community health center,0,st. joseph,2022-11-22,2018-11-29,59030541302993,followup ,13.02993,-59.03054
04911,Jones-Diaz Polyclinic,polyclinic,10,st. michael,2016-12-16,2018-02-20,12822315900925,,12.82231,-59.00925
missing,Conrad-Green-and-Haley,polyclinic,73,christ church,2020-01-19,2024-04-01,59120841321173,missing,13.21173,-59.12084
missing,Adkins-Bolton Polyclinic,clinic,137,st. lucy,2016-09-20,2021-05-05,13050005871041,missing,13.05,-58.71041
04914,Sanders-Zamora Clinic,community health center,496,st. joseph,2017-02-27,2024-01-09,1313525927,followup ,13.135,-25.927
04914,Sanders-Zamora Clin,community health center,496,st. joseph,2017-02-27,2024-01-09,1313525927,followup ,13.135,-25.927
04915,Ramsey-Lyons Infirmary,hospital,0,st. joseph,2024-04-17,2025-12-18,58926751278978,missing,12.78978,-58.92675
04915,Ramsey-Lyons Infirmary,hospital,0,st. joseph,2024-04-17,2025-12-18,58926751278978,missing,12.78978,-58.92675
missing,Walsh Ltd Hosp,hospital,8,missing,2017-04-25,2024-02-27,13220584248,reinspection due,13.22,-58.424
4917,Morgan-Mcbride-and-Moore Hosp,health center,403,st. john,2023-10-12,2024-08-28,12833795919870,reinspection due,12.83379,-59.1987
4918,Downs-Cabrera,health center,214,st. lucy,2023-09-21,2025-05-16,13046315899262,followup ,13.04631,-58.99262
4919,Kaufman Ltd Medical Center,missing,10,christ church,2022-01-12,2019-11-19,,reinspection due,13.0,-59.0
04920,Navarro-Gilbert-and-Allen,polyclinic,154,christ church,2017-11-22,2021-03-11,,missing,13.0,-59.0
missing,Johnson-Wilson Health Centre,clinic,10,st. john,2022-05-19,2019-07-21,59042741300552,needs upgrade,13.00552,-59.04274
HF4922,Reyes-Inc Hosp,community health center,354,st. joseph,2018-09-19,2020-04-25,59248091314688,missing,13.14688,-59.24809
missing,Collins Ltd Health Centre,community health center,446,st. andrew,2025-09-21,2020-06-11,13160595914035,missing,13.16059,-59.14035
559665,Lopez Watts and Bennett,missing,6,st. joseph,2023-03-15,2023-10-09,58860671303510,followup ,13.0351,-58.86067
4925,Jones LLC Hospital,clinic,308,st. james,2017-04-28,2022-03-03,59237611303514,,13.03514,-59.23761
HF4926,King Spence and Jones Hosp,missing,0,st. michael,2020-04-30,2020-06-09,,good,13.0,-59.0
6e8ffc,Lyons-Nichols-and-Jones Polyclinic,health center,384,st. george,2021-10-08,2020-07-04,58961591313217,missing,13.13217,-58.96159
56bc97,Miller-Gonzalez,health center,283,st. joseph,2022-09-23,2024-06-27,59007571278501,reinspection due,12.78501,-59.00757
56bc97,Miller-Gonzalez,health center,283,st. joseph,2022-09-23,2024-06-27,59007571278501,reinspection due,12.78501,-59.00757
4929,Flores-Alvarez-and-Clark,polyclinic,20,st. peter,2018-05-28,2025-12-29,58741751284367,needs upgrade,12.84367,-58.74175
4930,Gordon-Rosales Hospital,community health center,359,st. michael,2021-01-03,2025-03-24,,good,13.0,-59.0
missing,Brooks Poole and Gibson Infirmary,polyclinic,294,st. james,2025-04-19,2022-01-16,13180205902242,missing,13.1802,-59.02242
4932,Gross and Sons Health Centre,community health center,0,st. john,2025-05-07,2025-06-26,13824584615,needs upgrade,13.824,-58.461
missing,King-Ltd Medical Center,community health center,89,st. michael,2020-02-20,2025-08-21,59063241284313,missing,12.84313,-59.06324
missing,King-Ltd Medical Center,community health center,89,st. michael,2020-02-20,2025-08-21,59063241284313,missing,12.84313,-59.06324
missing,Cabrera-Miller Polyclinic,hospital,221,st. george,2020-11-16,2020-10-31,12484259140,,12.484,-25.914
04935,Perry-Shields Hosp,missing,10,christ church,2019-03-17,2025-07-30,,reinspection due,13.0,-59.0
04935,Perry-Shields Hosp,missing,10,christ church,2019-03-17,2025-07-30,,reinspection due,13.0,-59.0
4936,Gallagher-Sanford Health Centre,community health center,0,st. lucy,2023-04-13,2021-01-01,58705731278656,,12.78656,-58.70573
415628,Watson-Schneider Hosp,missing,166,missing,2021-03-01,2020-04-30,13087275887838,,13.08727,-58.87838
HF4938,Cuevas Liu and Allen Clinic,polyclinic,0,st. joseph,2018-03-03,2019-10-28,,followup ,13.0,-59.0
04939,Yoder Ltd Infirmary,polyclinic,10,st. james,2020-10-06,2024-06-02,59296481305070,,13.0507,-59.29648
540abb,Williams Jones and Davis Hosp,hospital,133,st. peter,2025-03-05,2018-02-17,13518585728,needs upgrade,13.518,-58.572
4941,Maynard White and Nunez Health Centre,health center,0,christ church,2019-04-30,2021-12-01,58711651318782,followup ,13.18782,-58.71165
missing,Wood and Sons Clinic,clinic,10,missing,2022-08-08,2025-10-17,59016341293324,followup ,12.93324,-59.01634
f9ed05,Carpenter Nguyen and Koch Infirmary,health center,79,st. george,2025-03-15,2021-08-25,,,13.0,-59.0
f9ed05,Carpenter Nguyen and Koch Infirmary,health center,79,st. george,2025-03-15,2021-08-25,,,13.0,-59.0
bbcc93,Frazier Rodriguez and Carpenter NewLine,health center,303,missing,2017-10-20,2019-10-17,58936831284629,good,12.84629,-58.93683
4945,Gardner-Hernandez,community health center,465,st. james,2021-11-23,2020-07-18,59020961314856,good,13.14856,-59.02096
4945,Gardner-Hernandez,community health center,465,st. james,2021-11-23,2020-07-18,59020961314856,good,13.14856,-59.02096
4946,Williams Ltd Hosp,missing,0,missing,2018-07-14,2019-01-20,,missing,13.0,-59.0
missing,Smith-Harris Hosp,hospital,233,missing,2016-01-17,2018-06-05,58994131313749,needs upgrade,13.13749,-58.99413
7d2eb5,Turner Inc,community health center,5,christ church,2021-11-15,2024-01-30,12778645894606,missing,12.77864,-58.94606
194de0,Silva Morgan and Hanson,hospital,71,christ church,2020-01-12,2025-11-30,12533559735,followup ,12.533,-55.973
missing,Schmitt Ltd Infirmary,community health center,0,st. andrew,2020-01-29,2025-07-03,59284061300745,,13.00745,-59.28406
HF4951,Olson-Fuller,polyclinic,492,st. joseph,2016-02-08,2018-08-31,,good,13.0,-59.0
missing,Johnson-Ltd Hospital,polyclinic,0,st. joseph,2018-11-17,2024-12-18,,good,13.0,-59.0
missing,Johnson-Ltd Hosp,polyclinic,0,st. joseph,2018-11-17,2024-12-18,,good,13.0,-59.0
missing,Marquez Ltd Hosp,health center,53,st. john,2019-09-21,2022-12-25,12511659710,,12.511,-65.971
4954,Allen LLC Health Centre,community health center,59,st. lucy,2022-06-12,2018-07-26,58896061322836,missing,13.22836,-58.89606
HF4955,Grant-Lara-and-Coleman Infirmary,hospital,0,st. john,2020-02-09,2023-07-30,58919281302837,good,13.02837,-58.91928
missing,Simmons Thompson and Merritt,missing,0,st. andrew,2016-01-11,2019-01-15,59212111326964,reinspection due,13.26964,-59.21211
d273d4,Anderson LLC Medical Center,clinic,45,st. john,2024-07-04,2019-02-01,59298731316620,,13.1662,-59.29873
4958,Hawkins-Miller Medical Center,polyclinic,10,st. george,2019-01-29,2024-08-15,,needs upgrade,13.0,-59.0
4958,Hawkins-Miller Medical Center,polyclinic,10,st. george,2019-01-29,2024-08-15,,needs upgrade,13.0,-59.0
missing,Rodriguez Herrera and Brewer,health center,350,st. michael,2024-08-12,2022-04-22,124954591430,missing,12.4954,-59.143
missing,Smith Carpenter and Nichols Clinic,polyclinic,0,st. peter,2024-01-23,2020-10-13,13244115911724,followup ,13.24411,-59.11724
ec0a04,Mueller LLC Hosp NewLine,polyclinic,103,missing,2016-06-19,2019-04-13,58836941279005,needs upgrade,12.79005,-58.83694
9abf14,Robbins-Ross Clinic,clinic,0,st. peter,2016-07-03,2021-05-11,58800351294194,needs upgrade,12.94194,-58.80035
9abf14,Robbins-Ross Clin,clinic,0,st. peter,2016-07-03,2021-05-11,58800351294194,needs upgrade,12.94194,-58.80035
04963,Baker Group Infirmary,polyclinic,104,st. james,2018-02-13,2025-06-21,,,13.0,-59.0
7632c5,Owens Ltd Hosp,hospital,0,st. lucy,2024-08-21,2022-04-05,,needs upgrade,13.0,-59.0
4965,Anderson and Sons Hosp,polyclinic,10,st. andrew,2023-06-05,2020-11-21,59080361318747,missing,13.18747,-59.08036
4965,Anderson and Sons Hosp,polyclinic,10,st. andrew,2023-06-05,2020-11-21,59080361318747,missing,13.18747,-59.08036
missing,Walker Griffith and Lee,health center,334,st. michael,2025-10-26,2021-08-09,58770851311594,,13.11594,-58.77085
04967,Baker Glass and Johns,community health center,0,st. lucy,2024-11-02,2025-02-07,13153258566,missing,13.153,-25.856
675671,Vega-Hill Clinic,health center,0,st. lucy,2016-01-29,2019-06-22,58981171319515,,13.19515,-58.98117
04969,Ortega Thomas and Hall Medical Center,missing,0,st. andrew,2021-11-03,2023-04-07,,,13.0,-59.0
missing,Sharp-Holt Infirmary,clinic,0,st. george,2020-05-10,2022-03-06,,missing,13.0,-59.0
fe516d,Guerrero-Lewis Hospital,health center,234,st. james,2023-06-18,2019-11-09,13085605877116,,13.0856,-58.77116
missing,Jarvis-Johnson-and-King Infirmary,health center,59,st. andrew,2019-03-21,2023-08-18,59221511311833,,13.11833,-59.22151
04973,Miller Inc,missing,333,st. andrew,2023-07-19,2022-03-13,13259335918881,,13.25933,-59.18881
16414d,Harrington-Martinez Clinic,community health center,384,christ church,2020-01-09,2024-09-27,13741585041,reinspection due,13.741,-58.504
HF4975,Boyd Fisher and Ramirez Hospital,hospital,140,st. john,2018-12-28,2025-01-15,58889611305167,,13.05167,-58.88961
9c0754,Harris Group,health center,0,st. lucy,2019-11-09,2025-08-06,,,13.0,-59.0
3f59e0,Jones Johnson and Gonzalez,missing,10,st. andrew,2024-12-30,2020-05-01,1323591350,missing,13.235,-91.35
HF4978,Green Tate and Hernandez,community health center,251,st. andrew,2017-07-03,2024-06-15,59204791321854,reinspection due,13.21854,-59.20479
3ee24f,Mcgee-Davis Health Centre,community health center,67,st. james,2016-07-16,2024-05-02,13826585324,missing,13.826,-58.532
4980,Mckinney-French Infirmary,hospital,241,st. peter,2022-04-20,2021-05-13,13143585335,missing,13.143,-58.533
4981,Perkins-Brennan,missing,87,missing,2017-08-25,2018-01-03,59269691320744,missing,13.20744,-59.26969
4981,Perkins-Brennan,missing,87,missing,2017-08-25,2018-01-03,59269691320744,missing,13.20744,-59.26969
missing,Grant-Martinez,health center,18,st. joseph,2020-02-23,2018-04-27,58931891271610,followup ,12.7161,-58.93189
47e793,Anderson-PLC Hosp,community health center,430,st. lucy,2024-03-10,2021-12-21,59029071291979,missing,12.91979,-59.02907
04984,Fleming Stanley and Mendoza,clinic,333,st. lucy,2020-09-15,2023-11-02,58859691299128,missing,12.99128,-58.85969
04985,Benson-Phillips Polyclinic,hospital,91,st. peter,2023-06-21,2022-09-18,59204711292918,,12.92918,-59.20471
04985,Benson-Phillips Polyclinic,hospital,91,st. peter,2023-06-21,2022-09-18,59204711292918,,12.92918,-59.20471
missing,Martinez-Group Hosp,hospital,487,st. joseph,2020-05-24,2018-08-23,,,13.0,-59.0
5037d2,Patterson Williams and Cantrell Hospital,community health center,10,missing,2017-10-28,2020-08-12,,missing,13.0,-59.0
missing,Shea-Parks,community health center,86,christ church,2024-05-26,2021-07-28,13065015897527,reinspection due,13.06501,-58.97527
missing,Fields-Frank-and-Flores Medical Center,health center,10,st. joseph,2016-12-05,2025-06-15,59204691280970,reinspection due,12.8097,-59.20469
missing,Fields-Frank-and-Flores Medical Center,health center,10,st. joseph,2016-12-05,2025-06-15,59204691280970,reinspection due,12.8097,-59.20469
04990,Bradley-Snyder,clinic,491,st. lucy,2024-09-27,2024-03-24,13174059851,missing,5.985,-13.174
4991,Kelley-Jennings Infirmary,polyclinic,10,st. andrew,2022-08-23,2022-04-22,59204881328812,reinspection due,13.28812,-59.20488
missing,Wright Castaneda and Sanchez,community health center,87,st. peter,2020-05-23,2020-04-02,13109495899033,,13.10949,-58.99033
HF4993,Wilson Melendez and Ortiz Hosp,polyclinic,0,st. john,2022-10-19,2019-04-07,12998165885198,needs upgrade,12.99816,-58.85198
missing,Palmer Obrien and Snow Clinic,missing,479,st. michael,2020-04-19,2019-06-18,58742681314466,reinspection due,13.14466,-58.74268
4995,Liu Ltd,polyclinic,0,st. andrew,2018-07-25,2021-04-10,58985061301304,,13.01304,-58.98506
missing,Clark and Sons Hospital,community health center,23,st. john,2025-05-07,2021-01-07,,,13.0,-59.0
4997,Sparks and Sons Clinic,community health center,447,st. george,2025-01-20,2021-03-11,59150411321106,reinspection due,13.21106,-59.15041
4998,Wagner-Strickland Hospital,community health center,0,st. james,2020-09-08,2018-08-06,58812841274331,followup ,12.74331,-58.81284
4999,Cunningham Inc,clinic,0,st. michael,2020-01-05,2023-02-09,59261681315144,,13.15144,-59.26168
5000,Hurley Vasquez and Hines,health center,10,st. lucy,2022-05-13,2021-08-08,1248559018,missing,12.485,-59.018
missing,Johnson-Richmond,hospital,0,st. andrew,2018-09-22,2023-11-03,,reinspection due,13.0,-59.0
5002,Smith LLC,health center,131,st. andrew,2018-12-12,2018-11-09,59151021305679,reinspection due,13.05679,-59.15102
5003,Baker Lee and Brandt Health Centre,community health center,0,christ church,2025-09-25,2024-03-12,,,13.0,-59.0
05004,Combs-Hays Hospital,hospital,335,st. john,2022-09-28,2021-02-04,,needs upgrade,13.0,-59.0
HF5005,Gibson Bates and Price Clinic,community health center,478,missing,2024-11-03,2022-08-25,13274555870463,,13.27455,-58.70463
HF5006,Wilson-West,health center,10,missing,2024-07-04,2022-03-12,131656584352,missing,13.1656,-58.4352
HF5006,Wilson-West,health center,10,missing,2024-07-04,2022-03-12,131656584352,missing,13.1656,-58.4352
missing,Mcgrath Ltd Polyclinic,polyclinic,10,st. john,2016-10-21,2019-06-08,12787765871978,missing,12.78776,-58.71978
5008,Crane-Powers Infirmary,community health center,494,st. george,2021-03-02,2025-07-17,1311185982,followup ,13.111,-85.982
5009,Cohen-Brown Hosp,community health center,0,st. lucy,2017-09-26,2019-08-30,59236231292621,,12.92621,-59.23623
5010,Bennett PLC Medical Center,clinic,389,st. michael,2021-09-04,2019-01-07,58790331299658,,12.99658,-58.79033
5010,Bennett PLC Medical Center,clinic,389,st. michael,2021-09-04,2019-01-07,58790331299658,,12.99658,-58.79033
missing,Snyder LLC,health center,0,christ church,2025-08-01,2024-03-03,58738731314785,needs upgrade,13.14785,-58.73873
missing,Snyder LLC,health center,0,christ church,2025-08-01,2024-03-03,58738731314785,needs upgrade,13.14785,-58.73873
05012,Bell Inc Hosp,hospital,0,st. lucy,2017-02-01,2020-07-24,13151591759,,13.151,-59.175
missing,Sanders Mejia and Odom Hosp,community health center,320,st. lucy,2025-01-29,2024-06-22,59176941281161,good,12.81161,-59.17694
05014,Steele Smith and Hill,health center,63,missing,2020-07-22,2024-04-14,58977331287642,needs upgrade,12.87642,-58.97733
missing,Johnston Durham and Olson Polyclinic,polyclinic,0,st. john,2021-01-15,2018-08-10,,needs upgrade,13.0,-59.0
missing,Moss and Sons,health center,0,st. michael,2017-01-07,2018-06-08,59052601314192,needs upgrade,13.14192,-59.0526
missing,Holmes-Adams,polyclinic,330,st. andrew,2020-08-12,,59297901275179,reinspection due,12.75179,-59.2979
missing,Mcfarland-Morton Infirmary,hospital,0,missing,2016-08-17,2023-06-12,59055191276969,,12.76969,-59.05519
5019,Campbell-Ltd,missing,213,christ church,2018-09-25,2024-11-15,131226584851,needs upgrade,13.1226,-58.4851
HF5020,Miller-and-Sons,missing,463,st. george,2018-05-26,2021-05-31,1345859927,,13.458,-59.927
05021,Schmidt-Garcia,health center,320,missing,2017-12-26,2025-07-19,,missing,13.0,-59.0
5022,Allen-Harris Hospital,community health center,0,st. michael,2017-06-30,2021-12-17,58741761295278,followup ,12.95278,-58.74176
5022,Allen-Harris Hosp,community health center,0,st. michael,2017-06-30,2021-12-17,58741761295278,followup ,12.95278,-58.74176
05023,Kaufman-Gonzalez Hosp,health center,0,st. lucy,2022-07-08,2021-07-04,58710041274291,missing,12.74291,-58.71004
5024,Morgan Diaz and Johnson Polyclinic,hospital,0,christ church,2022-03-19,2025-05-09,59286341296858,followup ,12.96858,-59.28634
missing,Lam-Garcia Medical Center,missing,0,st. james,2025-12-21,2019-11-02,58706511311347,,13.11347,-58.70651
missing,Lam-Garcia Medical Center,missing,0,st. james,2025-12-21,2019-11-02,58706511311347,,13.11347,-58.70651
05026,Rhodes PLC NewLine,community health center,114,st. joseph,2025-09-07,2023-11-21,59027901310417,needs upgrade,13.10417,-59.0279
5027,Bell-Rios Clinic,health center,0,st. joseph,2021-04-12,2025-04-14,124422584237,reinspection due,12.4422,-58.4237
05028,Pearson-Conway,community health center,0,st. michael,2023-12-29,2019-02-05,12976215919810,reinspection due,12.97621,-59.1981
5029,Gillespie Moore and Bryant Infirmary,polyclinic,0,st. george,2020-04-16,2025-05-10,58911681298608,good,12.98608,-58.91168
HF5030,Camacho PLC Infirmary,polyclinic,124,st. andrew,2019-06-07,2021-06-28,12998055925636,missing,12.99805,-59.25636
missing,Mendoza Berg and Lee,clinic,256,st. james,,2023-10-25,58857011305664,,13.05664,-58.85701
05032,Hughes-Christensen Infirmary,health center,10,st. joseph,2025-06-06,2022-05-31,12706535903243,good,12.70653,-59.03243
05032,Hughes-Christensen Infirmary,health center,10,st. joseph,2025-06-06,2022-05-31,12706535903243,good,12.70653,-59.03243
3a86a5,Martin Group Hospital,polyclinic,0,missing,2018-09-04,2019-02-03,12743825905745,,12.74382,-59.05745
HF5034,Brown-Montgomery,community health center,418,st. lucy,2023-12-08,2020-02-19,59164651278755,,12.78755,-59.16465
05035,Jones-Howell-and-Chandler Clinic,community health center,233,st. peter,2016-01-13,2022-07-28,59062471320357,missing,13.20357,-59.06247
5036,Moore and Sons Health Centre,health center,495,st. james,2022-04-05,2025-02-21,13198055879053,,13.19805,-58.79053
missing,Martin Hamilton and Jackson Medical Center,missing,0,st. james,2017-05-18,2022-10-05,,missing,13.0,-59.0
05038,Adams Hill and Williams Hosp,community health center,10,st. michael,2024-02-18,2023-03-21,1311359942,needs upgrade,13.113,-59.942
5039,White-Taylor Clinic,hospital,0,st. michael,2025-10-18,2019-12-13,13156685876705,followup ,13.15668,-58.76705
